Turn,Player,Value
501,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
501,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
502,1, g:995 i:1295 tg:95992 h:163 c:85 cc:762 m:126210 sc:3654 s:2226 l:96 p:2416 f:336 po:93921000 nc:8 w:1 t:121 fa:0 fr:16 tru:10 gw:7 in:2 to:291
502,2, g:1738 i:2066 tg:96528 h:165 c:72 cc:912 m:158582 sc:3167 s:2254 l:185 p:3043 f:517 po:117834000 nc:12 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:2 to:210
502,3, g:16 i:18 tg:153 h:15 c:22 cc:31 m:1713 sc:19 s:417 l:22 p:14 f:4 po:48000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
502,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
502,5, g:515 i:797 tg:53191 h:117 c:62 cc:799 m:126220 sc:1822 s:1899 l:185 p:1689 f:324 po:29483000 nc:14 w:4 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:191
502,6, g:10132 i:11333 tg:301140 h:493 c:88 cc:3820 m:496154 sc:19238 s:8499 l:668 p:12912 f:2586 po:943535000 nc:48 w:12 t:121 fa:0 fr:100 tru:10 gw:1 in:2 to:1663
502,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
502,8, g:3302 i:3745 tg:263474 h:362 c:81 cc:1765 m:151226 sc:4799 s:3719 l:269 p:4193 f:711 po:118147000 nc:18 w:35 t:121 fa:0 fr:326 tru:7 gw:4 in:2 to:618
502,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
502,10, g:7210 i:8997 tg:306378 h:819 c:90 cc:4152 m:965800 sc:14804 s:8860 l:1203 p:12904 f:2505 po:568796000 nc:83 w:19 t:121 fa:0 fr:126 tru:12 gw:2 in:5 to:858
502,11, g:7965 i:9076 tg:237769 h:877 c:107 cc:3587 m:448312 sc:18499 s:7579 l:525 p:11659 f:1740 po:588201000 nc:44 w:19 t:121 fa:0 fr:86 tru:12 gw:4 in:3 to:1321
502,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
502,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
503,1, g:768 i:1039 tg:97646 h:148 c:85 cc:669 m:142314 sc:2869 s:2111 l:92 p:2149 f:319 po:83969000 nc:8 w:1 t:121 fa:0 fr:14 tru:9 gw:7 in:2 to:272
503,2, g:1672 i:2006 tg:101839 h:165 c:72 cc:780 m:161752 sc:3260 s:2309 l:196 p:2822 f:527 po:124543000 nc:13 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:2 to:222
503,3, g:14 i:16 tg:167 h:16 c:22 cc:27 m:1722 sc:21 s:413 l:23 p:14 f:4 po:21000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
503,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
503,5, g:580 i:885 tg:54646 h:138 c:62 cc:1066 m:123294 sc:2024 s:2090 l:200 p:1897 f:318 po:38326000 nc:15 w:6 t:121 fa:0 fr:18 tru:10 gw:1 in:2 to:191
503,6, g:8984 i:10178 tg:310015 h:507 c:88 cc:3859 m:549158 sc:17513 s:8454 l:627 p:12749 f:2496 po:957003000 nc:45 w:12 t:121 fa:0 fr:100 tru:10 gw:1 in:2 to:1656
503,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
503,8, g:3029 i:3440 tg:270087 h:338 c:81 cc:1585 m:153724 sc:4386 s:3523 l:247 p:3883 f:639 po:98674000 nc:17 w:33 t:121 fa:0 fr:300 tru:7 gw:4 in:2 to:587
503,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
503,10, g:8894 i:10727 tg:325200 h:827 c:90 cc:5104 m:1009546 sc:16175 s:9153 l:1255 p:14656 f:2655 po:593307000 nc:87 w:19 t:121 fa:0 fr:126 tru:12 gw:2 in:5 to:868
503,11, g:8413 i:9524 tg:246180 h:865 c:107 cc:3597 m:406026 sc:18229 s:7602 l:514 p:11687 f:1789 po:606494000 nc:42 w:19 t:121 fa:0 fr:86 tru:12 gw:4 in:3 to:1380
503,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
503,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
504,1, g:780 i:1074 tg:100122 h:156 c:85 cc:734 m:137502 sc:2993 s:2277 l:117 p:2278 f:343 po:87807000 nc:10 w:1 t:121 fa:0 fr:14 tru:9 gw:7 in:2 to:285
504,2, g:1697 i:2034 tg:106949 h:161 c:72 cc:762 m:149998 sc:3329 s:2354 l:205 p:2854 f:544 po:130931000 nc:14 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:2 to:222
504,3, g:13 i:16 tg:181 h:16 c:22 cc:24 m:1730 sc:26 s:408 l:23 p:14 f:4 po:6000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
504,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
504,5, g:569 i:878 tg:56103 h:128 c:62 cc:882 m:116600 sc:2101 s:2121 l:213 p:1792 f:381 po:38138000 nc:15 w:6 t:121 fa:0 fr:18 tru:10 gw:1 in:2 to:200
504,6, g:9017 i:10225 tg:322526 h:499 c:88 cc:3939 m:566584 sc:17655 s:8596 l:662 p:12845 f:2486 po:984898000 nc:47 w:13 t:121 fa:0 fr:100 tru:10 gw:1 in:2 to:1681
504,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
504,8, g:3020 i:3431 tg:276466 h:340 c:81 cc:1644 m:145358 sc:4534 s:3563 l:284 p:3808 f:639 po:101030000 nc:19 w:33 t:121 fa:0 fr:312 tru:7 gw:4 in:2 to:582
504,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
504,10, g:7371 i:9186 tg:334798 h:851 c:90 cc:4255 m:915848 sc:15490 s:9092 l:1140 p:13257 f:2610 po:616397000 nc:80 w:19 t:121 fa:0 fr:126 tru:12 gw:3 in:5 to:906
504,11, g:7422 i:8510 tg:253287 h:862 c:107 cc:3658 m:365958 sc:16656 s:7486 l:510 p:11404 f:1739 po:607051000 nc:42 w:19 t:121 fa:0 fr:86 tru:12 gw:4 in:3 to:1341
504,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
504,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
505,1, g:771 i:1058 tg:102706 h:155 c:85 cc:723 m:129168 sc:3052 s:2253 l:103 p:2315 f:354 po:93018000 nc:9 w:1 t:121 fa:0 fr:14 tru:9 gw:7 in:2 to:276
505,2, g:1728 i:2065 tg:111900 h:164 c:73 cc:803 m:141808 sc:3357 s:2407 l:222 p:2894 f:566 po:139772000 nc:15 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:2 to:222
505,3, g:13 i:16 tg:194 h:16 c:22 cc:24 m:1737 sc:26 s:408 l:23 p:14 f:4 po:6000 nc:1 w:0 t:73 fa:0 fr:0 tru:0 gw:0 in:0 to:0
505,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
505,5, g:514 i:800 tg:58077 h:122 c:62 cc:794 m:133280 sc:1866 s:1988 l:201 p:1714 f:358 po:31884000 nc:15 w:4 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:188
505,6, g:10486 i:11699 tg:333583 h:485 c:88 cc:3910 m:488268 sc:19447 s:8790 l:687 p:12983 f:2545 po:1009752000 nc:50 w:13 t:121 fa:0 fr:100 tru:10 gw:1 in:2 to:1698
505,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
505,8, g:2934 i:3365 tg:281698 h:357 c:81 cc:1667 m:143726 sc:4541 s:3614 l:259 p:3851 f:588 po:103163000 nc:17 w:35 t:121 fa:0 fr:297 tru:7 gw:4 in:2 to:588
505,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
505,10, g:7861 i:9699 tg:345460 h:841 c:90 cc:4254 m:924466 sc:15802 s:9264 l:1202 p:13465 f:2682 po:635959000 nc:84 w:19 t:121 fa:0 fr:126 tru:12 gw:3 in:5 to:930
505,11, g:8509 i:9587 tg:261220 h:860 c:107 cc:3601 m:341884 sc:18245 s:7370 l:457 p:11380 f:1685 po:611162000 nc:37 w:19 t:121 fa:0 fr:84 tru:12 gw:4 in:3 to:1358
505,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
505,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
506,1, g:784 i:1086 tg:105814 h:158 c:85 cc:704 m:139374 sc:3103 s:2300 l:107 p:2407 f:353 po:95414000 nc:9 w:1 t:121 fa:0 fr:14 tru:10 gw:7 in:2 to:283
506,2, g:1751 i:2088 tg:133146 h:162 c:73 cc:790 m:140784 sc:3405 s:2419 l:205 p:2897 f:565 po:143681000 nc:14 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:2 to:222
506,3, g:13 i:16 tg:208 h:16 c:22 cc:24 m:1744 sc:43 s:412 l:24 p:14 f:4 po:6000 nc:1 w:0 t:74 fa:0 fr:0 tru:0 gw:0 in:0 to:0
506,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
506,5, g:531 i:830 tg:59950 h:128 c:62 cc:822 m:131834 sc:1939 s:2075 l:200 p:1776 f:353 po:33751000 nc:16 w:4 t:121 fa:0 fr:16 tru:10 gw:1 in:2 to:185
506,6, g:8910 i:10131 tg:343134 h:591 c:88 cc:3964 m:550070 sc:17731 s:8875 l:703 p:12973 f:2522 po:1022287000 nc:51 w:15 t:121 fa:0 fr:95 tru:10 gw:1 in:2 to:1640
506,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
506,8, g:2878 i:3276 tg:287532 h:307 c:81 cc:1515 m:116996 sc:4437 s:3508 l:271 p:3569 f:553 po:100669000 nc:17 w:33 t:121 fa:0 fr:322 tru:7 gw:4 in:2 to:518
506,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
506,10, g:8826 i:10682 tg:359552 h:851 c:90 cc:4378 m:916616 sc:17470 s:9420 l:1204 p:13808 f:2805 po:663701000 nc:84 w:19 t:121 fa:0 fr:126 tru:12 gw:3 in:5 to:946
506,11, g:8326 i:9377 tg:268592 h:853 c:107 cc:3527 m:336070 sc:17763 s:7275 l:441 p:11109 f:1673 po:607516000 nc:36 w:19 t:121 fa:0 fr:82 tru:12 gw:5 in:3 to:1387
506,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
506,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
507,1, g:685 i:962 tg:109040 h:143 c:85 cc:642 m:127482 sc:2713 s:2205 l:104 p:2155 f:313 po:81255000 nc:9 w:1 t:121 fa:0 fr:12 tru:9 gw:8 in:2 to:257
507,2, g:1758 i:2105 tg:147185 h:179 c:73 cc:812 m:147498 sc:3445 s:2525 l:236 p:2965 f:575 po:148405000 nc:16 w:3 t:121 fa:0 fr:23 tru:0 gw:2 in:2 to:222
507,3, g:12 i:15 tg:220 h:16 c:22 cc:20 m:1764 sc:43 s:416 l:24 p:12 f:4 po:6000 nc:1 w:0 t:75 fa:0 fr:0 tru:0 gw:0 in:0 to:0
507,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
507,5, g:533 i:814 tg:62047 h:126 c:62 cc:801 m:110590 sc:1934 s:1986 l:180 p:1716 f:328 po:34307000 nc:14 w:4 t:121 fa:0 fr:16 tru:10 gw:2 in:2 to:200
507,6, g:8839 i:10068 tg:366320 h:583 c:88 cc:3980 m:639852 sc:18066 s:8941 l:735 p:12918 f:2447 po:1041755000 nc:52 w:15 t:121 fa:0 fr:95 tru:10 gw:1 in:2 to:1662
507,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
507,8, g:2399 i:2792 tg:292482 h:313 c:81 cc:1471 m:97798 sc:4174 s:3438 l:247 p:3788 f:578 po:94280000 nc:16 w:33 t:121 fa:0 fr:284 tru:7 gw:4 in:2 to:483
507,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
507,10, g:7923 i:9804 tg:373872 h:849 c:90 cc:4422 m:1004762 sc:16257 s:9619 l:1175 p:14132 f:2825 po:696589000 nc:83 w:19 t:121 fa:0 fr:126 tru:12 gw:3 in:5 to:963
507,11, g:8442 i:9498 tg:276246 h:854 c:107 cc:4197 m:331096 sc:18638 s:7349 l:454 p:12088 f:1650 po:618070000 nc:37 w:19 t:121 fa:0 fr:82 tru:12 gw:5 in:3 to:1370
507,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
507,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
508,1, g:665 i:927 tg:111685 h:141 c:85 cc:596 m:132922 sc:2630 s:2173 l:91 p:1910 f:245 po:83215000 nc:8 w:1 t:121 fa:0 fr:12 tru:9 gw:8 in:2 to:246
508,2, g:1777 i:2124 tg:153791 h:178 c:73 cc:804 m:161444 sc:3448 s:2538 l:219 p:2946 f:578 po:154756000 nc:15 w:3 t:121 fa:0 fr:23 tru:0 gw:3 in:2 to:226
508,3, g:12 i:15 tg:132 h:16 c:22 cc:20 m:1645 sc:48 s:421 l:24 p:13 f:8 po:21000 nc:1 w:0 t:75 fa:0 fr:0 tru:0 gw:0 in:0 to:0
508,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
508,5, g:531 i:815 tg:64403 h:127 c:62 cc:805 m:110524 sc:1964 s:2020 l:197 p:1719 f:339 po:34748000 nc:15 w:4 t:121 fa:0 fr:16 tru:10 gw:2 in:2 to:206
508,6, g:11131 i:12362 tg:380304 h:451 c:88 cc:3889 m:607246 sc:18962 s:8967 l:752 p:13041 f:2594 po:1051799000 nc:53 w:13 t:121 fa:0 fr:95 tru:10 gw:1 in:2 to:1684
508,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
508,8, g:2909 i:3314 tg:298951 h:336 c:81 cc:1491 m:76282 sc:4166 s:3501 l:241 p:3772 f:606 po:93190000 nc:16 w:35 t:121 fa:0 fr:283 tru:7 gw:4 in:2 to:492
508,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
508,10, g:8326 i:10232 tg:397731 h:854 c:90 cc:4458 m:998530 sc:16946 s:9680 l:1177 p:14082 f:2824 po:716752000 nc:83 w:19 t:121 fa:0 fr:126 tru:12 gw:3 in:6 to:997
508,11, g:8371 i:9429 tg:283917 h:858 c:107 cc:4224 m:327118 sc:18703 s:7359 l:454 p:11964 f:1642 po:619872000 nc:37 w:19 t:121 fa:0 fr:82 tru:12 gw:5 in:3 to:1312
508,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
508,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
509,1, g:676 i:913 tg:114086 h:136 c:85 cc:586 m:124244 sc:2524 s:2048 l:75 p:1825 f:240 po:79361000 nc:6 w:1 t:121 fa:0 fr:12 tru:9 gw:8 in:2 to:246
509,2, g:1736 i:2083 tg:159259 h:152 c:73 cc:800 m:152322 sc:3504 s:2559 l:219 p:2984 f:596 po:157545000 nc:15 w:3 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:238
509,3, g:13 i:16 tg:145 h:15 c:22 cc:23 m:2007 sc:53 s:429 l:25 p:13 f:8 po:48000 nc:1 w:0 t:76 fa:0 fr:0 tru:0 gw:0 in:0 to:0
509,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
509,5, g:535 i:822 tg:66410 h:127 c:62 cc:799 m:120436 sc:1953 s:2032 l:210 p:1748 f:354 po:35548000 nc:15 w:4 t:121 fa:0 fr:16 tru:10 gw:2 in:2 to:208
509,6, g:13587 i:14838 tg:393006 h:976 c:88 cc:4386 m:601946 sc:19212 s:9740 l:801 p:13126 f:2575 po:1069900000 nc:57 w:36 t:121 fa:0 fr:877 tru:10 gw:1 in:2 to:1716
509,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
509,8, g:2010 i:2409 tg:304426 h:209 c:81 cc:1252 m:88862 sc:4125 s:2921 l:221 p:3901 f:588 po:94148000 nc:14 w:14 t:121 fa:0 fr:99 tru:7 gw:4 in:2 to:396
509,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
509,10, g:9040 i:10950 tg:412147 h:846 c:90 cc:4513 m:976246 sc:18768 s:9805 l:1162 p:14291 f:2814 po:737027000 nc:83 w:18 t:121 fa:0 fr:126 tru:12 gw:3 in:6 to:1068
509,11, g:8187 i:9242 tg:291540 h:849 c:107 cc:4143 m:317116 sc:18548 s:7317 l:443 p:11690 f:1622 po:621302000 nc:37 w:18 t:121 fa:0 fr:82 tru:12 gw:5 in:3 to:1296
509,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
509,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
510,1, g:563 i:784 tg:116633 h:126 c:85 cc:555 m:110946 sc:2268 s:2059 l:92 p:1608 f:238 po:72650000 nc:8 w:1 t:121 fa:0 fr:10 tru:9 gw:8 in:2 to:239
510,2, g:1736 i:2083 tg:167145 h:149 c:73 cc:800 m:132376 sc:3722 s:2586 l:219 p:2829 f:524 po:163275000 nc:15 w:3 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:238
510,3, g:13 i:16 tg:158 h:15 c:22 cc:17 m:2729 sc:53 s:429 l:25 p:13 f:12 po:48000 nc:1 w:0 t:76 fa:0 fr:0 tru:0 gw:0 in:0 to:0
510,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
510,5, g:550 i:835 tg:68061 h:124 c:62 cc:791 m:117992 sc:1949 s:2007 l:172 p:1753 f:371 po:35578000 nc:13 w:4 t:121 fa:0 fr:16 tru:10 gw:2 in:2 to:208
510,6, g:11943 i:13205 tg:406427 h:983 c:88 cc:4371 m:569164 sc:19000 s:9849 l:801 p:13303 f:2639 po:1094603000 nc:57 w:36 t:121 fa:0 fr:892 tru:10 gw:1 in:3 to:1671
510,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
510,8, g:2019 i:2409 tg:310176 h:212 c:81 cc:1238 m:113668 sc:4108 s:2897 l:229 p:3844 f:591 po:94142000 nc:14 w:14 t:121 fa:0 fr:93 tru:7 gw:4 in:2 to:399
510,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
510,10, g:8506 i:10451 tg:426416 h:858 c:90 cc:4557 m:1018322 sc:17668 s:9874 l:1182 p:14509 f:2903 po:758598000 nc:84 w:18 t:121 fa:0 fr:126 tru:12 gw:3 in:6 to:1083
510,11, g:7969 i:9023 tg:298865 h:858 c:107 cc:3484 m:303744 sc:18117 s:7327 l:436 p:10748 f:1662 po:630043000 nc:36 w:18 t:121 fa:0 fr:82 tru:12 gw:5 in:3 to:1320
510,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
510,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
511,1, g:633 i:861 tg:118416 h:130 c:85 cc:606 m:105454 sc:2383 s:2117 l:91 p:1703 f:264 po:75516000 nc:8 w:1 t:121 fa:0 fr:10 tru:9 gw:8 in:2 to:250
511,2, g:1701 i:2064 tg:172604 h:155 c:73 cc:828 m:153408 sc:3769 s:2775 l:230 p:2942 f:554 po:170389000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:238
511,3, g:13 i:16 tg:171 h:15 c:22 cc:26 m:2742 sc:53 s:429 l:25 p:12 f:4 po:48000 nc:1 w:0 t:76 fa:0 fr:0 tru:0 gw:0 in:0 to:0
511,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
511,5, g:547 i:835 tg:70062 h:122 c:62 cc:808 m:126486 sc:1968 s:2044 l:193 p:1778 f:373 po:36382000 nc:14 w:4 t:121 fa:0 fr:16 tru:10 gw:2 in:2 to:208
511,6, g:9171 i:10425 tg:429478 h:673 c:88 cc:4034 m:622658 sc:18330 s:9230 l:767 p:13197 f:2568 po:1104879000 nc:55 w:15 t:121 fa:0 fr:97 tru:10 gw:1 in:3 to:1662
511,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
511,8, g:2230 i:2644 tg:315988 h:342 c:81 cc:1509 m:121874 sc:4323 s:3561 l:268 p:3948 f:628 po:96279000 nc:16 w:35 t:121 fa:0 fr:270 tru:7 gw:4 in:2 to:438
511,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
511,10, g:8645 i:10605 tg:452178 h:853 c:90 cc:4671 m:1098348 sc:18124 s:9952 l:1163 p:14589 f:2929 po:784394000 nc:84 w:18 t:121 fa:0 fr:126 tru:12 gw:3 in:6 to:1095
511,11, g:7390 i:8332 tg:306005 h:693 c:107 cc:3127 m:283384 sc:15499 s:6877 l:419 p:9701 f:1523 po:584539000 nc:34 w:15 t:121 fa:0 fr:74 tru:12 gw:5 in:3 to:1211
511,12, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
511,0, g:0 i:0 tg:400 h:14 c:0 cc:0 m:435 sc:0 s:512 l:0 p:0 f:0 po:0 nc:0 w:0 t:118 fa:0 fr:0 tru:0 gw:0 in:0 to:0
512,1, g:354 i:508 tg:120146 h:108 c:85 cc:447 m:104534 sc:1394 s:1766 l:66 p:1109 f:180 po:38258000 nc:6 w:0 t:121 fa:0 fr:6 tru:6 gw:8 in:2 to:203
512,2, g:1742 i:2109 tg:178436 h:156 c:73 cc:832 m:155024 sc:3743 s:2789 l:230 p:3021 f:595 po:171786000 nc:16 w:6 t:121 fa:0 fr:23 tru:0 gw:4 in:2 to:238
512,3, g:9 i:15 tg:180 h:16 c:22 cc:23 m:2750 sc:48 s:433 l:26 p:12 f:4 po:21000 nc:1 w:0 t:78 fa:0 fr:0 tru:0 gw:0 in:0 to:0
512,4, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
512,5, g:569 i:871 tg:72439 h:127 c:62 cc:847 m:135916 sc:2044 s:2211 l:231 p:1827 f:396 po:38805000 nc:17 w:5 t:121 fa:0 fr:16 tru:10 gw:2 in:2 to:208
512,6, g:9751 i:11039 tg:450479 h:550 c:88 cc:4024 m:631108 sc:19114 s:9579 l:815 p:13726 f:2695 po:1132577000 nc:58 w:17 t:121 fa:0 fr:99 tru:10 gw:1 in:3 to:1668
512,7, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
512,8, g:2780 i:3157 tg:322234 h:301 c:81 cc:1315 m:119546 sc:4028 s:3254 l:206 p:3494 f:534 po:89112000 nc:13 w:31 t:121 fa:0 fr:276 tru:7 gw:5 in:2 to:427
512,9, g:n i:n tg:n h:n c:n cc:n m:n sc:n s:n l:n p:n f:n po:n nc:n w:n t:n fa:n fr:n tru:n gw:n in:n to:n
